asin,sentence,helpful,main_image_url,product_title
B001196MG0,good quality and lasted a while.,1.7,http://ecx.images-amazon.com/images/I/11+6ow0DIwL.jpg,"Savage 107X12-1 Seamless Background Paper, 107-Inch x 12 Yards - Super White"
0451232852,"Think of your most predictable far-left comic book of history, add a few fictional characters, and presto!",1.4,http://ecx.images-amazon.com/images/I/91zB9X+jhwL.jpg,Fall of Giants: Book One of the Century Trilogy
B008CQVSXC,"3 months my mic just stopped working, i can only use them as regular headphones.",1.3,http://ecx.images-amazon.com/images/I/71rAqOHdXEL.jpg,urBeats In-Ear Headphone - White
B00081NX5U,I will definitely buy another set to install on my lanai.,1.3,http://ecx.images-amazon.com/images/I/51GQZT32D9L.jpg,iPod Detachable Receiver 7
B000002IAO,I haven't heard the extended version of In-A-Gadda-Da-Vida in over 30 years and it brings me back to days of mind exploration.,1.3,http://ecx.images-amazon.com/images/I/91erUc5swfL.jpg,In-A-Gadda-Da-Vida
B003T90WY8,They just kept falling out of my ears the whole time running.,1.5,http://ecx.images-amazon.com/images/I/51wvXmZmxzL.jpg,EARBUDi Clips on and off Your Apple iPod® or iPhone® Earbuds - and Turns Them Into Sport Headphones. Soft Over-The-Ear Design with Earbud Tilt & Rotation - Provide a Custom Comfortable Fit.
B00081NX5U,but if you are looking for theatrical sound quality you are going to have to pay the big bucks.,1.4,http://ecx.images-amazon.com/images/I/51GQZT32D9L.jpg,iPod Detachable Receiver 7
0399157867,Can't wait until W hits the stores.,0.9,http://ecx.images-amazon.com/images/I/81YrIbqV3OL.jpg,V is for Vengeance: A Kinsey Millhone Novel
B003IHUHGE,You get a spare (without mic and controls) but it looks very easy and cheap to replace the one thing that always kills my headphone experience.,1.6,http://ecx.images-amazon.com/images/I/71mkuO-o5nL.jpg,Bowers & Wilkins P5 Headphones - Black
0618871713,Fast Shipping and book was in great condition,1.4,http://ecx.images-amazon.com/images/I/81VWEyQoyrL.jpg,Fun Home: A Family Tragicomic
B00081NX5U,I have these mounted on my fence corners out by my pool.,0.8,http://ecx.images-amazon.com/images/I/51GQZT32D9L.jpg,iPod Detachable Receiver 7
B0015450T6,"When assembled, it's very easy to place product(s) in the unit",1.7,http://ecx.images-amazon.com/images/I/71zfnZ6by7S.jpg,"MyStudio MS20 Professional Table Top Photo Studio Lightbox Kit w/ 5000K Lighting for Product Photography, 20x20x12 inches"
B003T90WY8,Especially when NO headphones work for my ears.,0.3,http://ecx.images-amazon.com/images/I/51wvXmZmxzL.jpg,EARBUDi Clips on and off Your Apple iPod® or iPhone® Earbuds - and Turns Them Into Sport Headphones. Soft Over-The-Ear Design with Earbud Tilt & Rotation - Provide a Custom Comfortable Fit.
B000002GJH,Or something like that Lemmy Kilmister once said......,0.27,http://ecx.images-amazon.com/images/I/518P0F1DBGL.jpg,Temple Of The Dog
B0010K8IM6,It is disheartening that this has to go on like this.,0.8,http://ecx.images-amazon.com/images/I/61veTElGitL.jpg,"Pyle 3000 Watt Premium Home Audio Power Amplifier - Portable 4 Channel Surround Sound Stereo Receiver w/ Speaker Selector & Remote - For Amplified TV, Subwoofer Speakers, Theater & PA System - PT3300"
B000AO3L84,it's little slot completely (and won't go back in),1.3,http://ecx.images-amazon.com/images/I/41XAEKR9D1L.jpg,Canon 430EX Speedlite Flash for Canon EOS SLR Cameras - Older Version
B00005LEOH,One of the best lenses Nikon has ever made.,1.4,http://ecx.images-amazon.com/images/I/81zDW+9iIQL.jpg,Nikon 80-200mm f/2.8D ED AF Zoom Nikkor Lens for Nikon Digital SLR Cameras
0375703764,"I gave up on it halfway through, which is something I usually never do.",0.6,http://ecx.images-amazon.com/images/I/810pcXb+l3L.jpg,House of Leaves
0790731886,"\"Linda's father, who never drinks (\"\"you probably never run out of ice your whole life\"\")","loves his little girl more than anything and is extremely menacing.\"",1.1,http://ecx.images-amazon.com/images/I/91I6ZbfQl3L.jpg
B002JSM3KQ,"The tokens were ok, but so much is off about this - to call it classic is redonkulous.",0.8,http://ecx.images-amazon.com/images/I/915NTWZUtjL.jpg,Monopoly Board Game The Classic Edition
0671700758,Takes you behind the scenes of your mind!,0.8,http://ecx.images-amazon.com/images/I/411zKO0BCRL.jpg,"Psycho-Cybernetics, A New Way to Get More Living Out of Life"
B007R3AZNK,He is slamming on the guitar and his singing has come a long way.,0.4,http://ecx.images-amazon.com/images/I/71T0MOGDaiL.jpg,Driving Towards The Daylight
B00BPEJX12,And yes 12 pints in apub crawl is doable and I have done it.,0.5,http://ecx.images-amazon.com/images/I/81jxyrC7rEL.jpg,The World's End [Blu-ray]
B00HWWDV5A,If you love George Michael's vocals (he has matured a great deal),0.9,http://ecx.images-amazon.com/images/I/71Zv11kUTjL.jpg,Symphonica
B000OVLBFS,Received in Excellent Condition.,0.5,http://ecx.images-amazon.com/images/I/518hg7kiAPL.jpg,Jesse Stone: Night Passage
B00VG90446,Looks so much better this way,0.8,http://ecx.images-amazon.com/images/I/51O-QlBLZKL.jpg,"Flexion KS-902 Kinetic Series Wireless Bluetooth Noise Cancelling Headphones with Microphone, Black"
B00007E7K9,The inside of the main compartment flap has a mesh/zippered pocket for storage and the front pouch also has a small pocket suitable for a CF card.,1.6,http://ecx.images-amazon.com/images/I/71roIYPgROL.jpg,Canon Zoom Pack 1000 for Elan and Rebel Series Cameras -Holster Style
0375703764,"I would imagine that the main story line of the family in the house would be dull if it was written in a straight forward, liner fashion.",1.3,http://ecx.images-amazon.com/images/I/810pcXb+l3L.jpg,House of Leaves
B00000FCBH,(5/5) another one of the best pac songs ever11.,1.4,http://ecx.images-amazon.com/images/I/51iQ7z1W0jL.jpg,2Pac Greatest Hits
B00062RV18,I ordered two different units that did not work with batteries.,1.6,http://ecx.images-amazon.com/images/I/71Kebi5JlZL.jpg,Educational Insights GeoSafari Motorized Solar System
B0015DNIOG,Trekking to Everest Base Camp and needed extra camera batteries as power in teahouses not always available for charging purposes.,1.2,http://ecx.images-amazon.com/images/I/61qxonlw3OL.jpg,Canon Battery Pack NB-6L
B000HKDE7Y,I can take or leave the Rapping,0.3,http://ecx.images-amazon.com/images/I/71L+iEd8uZL.jpg,Struggle From The Subway To The Charts
B002JSM3KQ,I bought it for the family as a holiday gift and we had so much fun playing it over the weekend.,1.0,http://ecx.images-amazon.com/images/I/915NTWZUtjL.jpg,Monopoly Board Game The Classic Edition
B0015450T6,The best fix for this (which I haven't done yet) is to purchase a couple of cheap rubber washers to help fill in some of the space.,1.2,http://ecx.images-amazon.com/images/I/71zfnZ6by7S.jpg,"MyStudio MS20 Professional Table Top Photo Studio Lightbox Kit w/ 5000K Lighting for Product Photography, 20x20x12 inches"
B00000FCBH,I recommend this album for those who want to know what 2Pac is all about.,1.7,http://ecx.images-amazon.com/images/I/51iQ7z1W0jL.jpg,2Pac Greatest Hits
B00BPEJX12,"I simply love this movie, more so than the previous 2 in the trilogy.",1.1,http://ecx.images-amazon.com/images/I/81jxyrC7rEL.jpg,The World's End [Blu-ray]
B00C30FCUI,They even make my audio books sound better.,1.5,http://ecx.images-amazon.com/images/I/416HU0yr35L.jpg,Symphonized NRG Premium Genuine Wood In-ear Noise-isolating Headphones|Earbuds|Earphones with Microphone (Black)
B001196MG0,"\"When the paper arrived, I was a bit aghast at how wide 107\"\" is as all of my cloth material ones are much narrower.\"",1.4,http://ecx.images-amazon.com/images/I/11+6ow0DIwL.jpg,"Savage 107X12-1 Seamless Background Paper, 107-Inch x 12 Yards - Super White"
0671015206,TV is saturated with messages about the rich lavishly spending their money.,0.8,http://ecx.images-amazon.com/images/I/81U+NbG9TqL.jpg,The Millionaire Next Door
B000P0J09C,Kubrick's direction reflects early films such as Paths of Glory and 2001: A Space Odyssey.,1.1,http://ecx.images-amazon.com/images/I/81trsp4+MEL.jpg,Full Metal Jacket
B00000J0JF,Once they got their first character they got into the game and had a blast bumping each other's game piece off the board.,1.0,http://ecx.images-amazon.com/images/I/A1uDIngqMDL.jpg,Ravensburger Labyrinth
B00023GGHQ,"\"Now, I am a Sheryl Crow fan, and I have heard her sing standards to great effect (\"\"Good Morning","Heartache\"\" on \"\"AT&T Presents:\"",0.9,http://ecx.images-amazon.com/images/I/71wSUy+VP5L.jpg
B003T90WY8,"They're not as snug of a fit as my Sony over-the-ear headphones, but they do stay on.",1.6,http://ecx.images-amazon.com/images/I/51wvXmZmxzL.jpg,EARBUDi Clips on and off Your Apple iPod® or iPhone® Earbuds - and Turns Them Into Sport Headphones. Soft Over-The-Ear Design with Earbud Tilt & Rotation - Provide a Custom Comfortable Fit.
B00000J0JF,Bought it for family game night.,1.1,http://ecx.images-amazon.com/images/I/A1uDIngqMDL.jpg,Ravensburger Labyrinth
B0061ZFWBU,and i never put the volume on my laptop on loud,0.6,http://ecx.images-amazon.com/images/I/61HR6WxXX1L.jpg,Connectland Stereo Wired Headphone & Microphone Lightweight 40mm Speaker Music Gaming Stylish Teal CL-AUD63035
B000002KHF,I definitely recommend for any mood,1.6,http://ecx.images-amazon.com/images/I/51RV37clhWL.jpg,Moondance
B00B0DWB62,All my children loved playing with it (3-9).,1.4,http://ecx.images-amazon.com/images/I/817iEr0lwtL.jpg,Little Tikes Anchors Away Pirate Ship Water Play Table
B001SLFN7U,Wasn't satisfied with the backdrop...,1.0,http://ecx.images-amazon.com/images/I/61wRWjOX++L.jpg,CowboyStudio Hand Painted Blue and Purple Muslin Photo Backdrop
B00004UFOO,There are many shades of every colour and the 'silly scents' make using these more fun.,1.8,http://ecx.images-amazon.com/images/I/71RDhTiphOL.jpg,Crayola Washable Super Tips
0783225482,I finally purchased online,0.7,http://ecx.images-amazon.com/images/I/51z2Gp2lmDL.jpg,Death Becomes Her
B008MPKAPK,"Simple, inexpensive, rugged it is a bargain.",1.8,http://ecx.images-amazon.com/images/I/416jPdinWNL.jpg,"Kaito KA321 Pocket-size 10-Band AM/FM Shortwave Radio with DSP (Digital Signal Processing), Black"
B00C30FCUI,They're attractive and the sound is extreamly good.,1.2,http://ecx.images-amazon.com/images/I/416HU0yr35L.jpg,Symphonized NRG Premium Genuine Wood In-ear Noise-isolating Headphones|Earbuds|Earphones with Microphone (Black)
B000P0J09C,is is a classic and a keeper,0.9,http://ecx.images-amazon.com/images/I/81trsp4+MEL.jpg,Full Metal Jacket
0671700758,This book is easy to read and it would be useful for most anyone regardless of your emotional state.,1.9,http://ecx.images-amazon.com/images/I/411zKO0BCRL.jpg,"Psycho-Cybernetics, A New Way to Get More Living Out of Life"
B008CQVSXC,Perfect and they fit very comfortably.,1.7,http://ecx.images-amazon.com/images/I/71rAqOHdXEL.jpg,urBeats In-Ear Headphone - White
B00L5LDWP8,I’m not sure what the inspected since all the parts wernt there.,0.9,http://ecx.images-amazon.com/images/I/81JsQZ4OynL.jpg,Radio Flyer Little Toy Wagon
B003IHUHGE,I just found that the sound was extremely mediocre.,1.3,http://ecx.images-amazon.com/images/I/71mkuO-o5nL.jpg,Bowers & Wilkins P5 Headphones - Black
B00HWWDV5A,I kept waiting for the tempo to step up a notch or two.,0.9,http://ecx.images-amazon.com/images/I/71Zv11kUTjL.jpg,Symphonica
B000OVLBFS,I have the whole series and have enjoyed the character development.,1.5,http://ecx.images-amazon.com/images/I/518hg7kiAPL.jpg,Jesse Stone: Night Passage
B00002E220,"Direction and the sound track support and complement the acting and scenery, making the movie a wonderful experience.",1.0,http://ecx.images-amazon.com/images/I/51PCHRAW0PL.jpg,Last of the Dogmen
B00CKH9URU,"My nine year old son asked me for this toy,after looking for it in places like target and toys",1.0,http://ecx.images-amazon.com/images/I/7178tVWycxL.jpg,Max Steel Interactive Steel with Turbo Sword
B00023GGHQ,"The movie was bad, but the De-Lovely, Music From The Motion Picture CD is worse!",1.6,http://ecx.images-amazon.com/images/I/71wSUy+VP5L.jpg,De-Lovely
B008B68IUY,And the priceless much better than store prices.,1.1,http://ecx.images-amazon.com/images/I/712BE74LwKL.jpg,Monster High Travel Scaris Convertible Vehicle
B001196MG0,"In order to use this paper I will have to purchase clamps to hold it in place, which is a cheap fix, but I would have liked more heads up, like I am giving all of you now.",1.6,http://ecx.images-amazon.com/images/I/11+6ow0DIwL.jpg,"Savage 107X12-1 Seamless Background Paper, 107-Inch x 12 Yards - Super White"
B0002MQGR2,"I can see some red light coming through, but apparently not enough for my receiver to pick up and use.",0.5,http://ecx.images-amazon.com/images/I/41UpOLPeBxL.jpg,Optical Splitter
B00VG90446,The bass quality is comparable to $100+ headphones.,1.6,http://ecx.images-amazon.com/images/I/51O-QlBLZKL.jpg,"Flexion KS-902 Kinetic Series Wireless Bluetooth Noise Cancelling Headphones with Microphone, Black"
B007R3AZNK,You'll probably never know what the song means to us.,1.0,http://ecx.images-amazon.com/images/I/71T0MOGDaiL.jpg,Driving Towards The Daylight
B00C30FCUI,Sound from functioning earplug is very clear.,1.5,http://ecx.images-amazon.com/images/I/416HU0yr35L.jpg,Symphonized NRG Premium Genuine Wood In-ear Noise-isolating Headphones|Earbuds|Earphones with Microphone (Black)
B00C30FCUI,I connected to my Android phone.,0.6,http://ecx.images-amazon.com/images/I/416HU0yr35L.jpg,Symphonized NRG Premium Genuine Wood In-ear Noise-isolating Headphones|Earbuds|Earphones with Microphone (Black)
B002ZG99CC,WHO ALSO HAS EARNED HIS BELTS ..,0.27,http://ecx.images-amazon.com/images/I/91z8IaTWVJL.jpg,The Karate Kid
B0006ZOV5E,"\"There is something endearing about hearing a girl sing, \"\"Please don't make me cry\"\" over and over again.\"",1.1,http://ecx.images-amazon.com/images/I/81nhkvWohBL.jpg,Room Noises
B0007U00XK,It has auto focus or manual focus.,1.2,http://ecx.images-amazon.com/images/I/413Fhglwy8L.jpg,Sigma 10-20mm f/4-5.6 EX DC HSM Lens
B00004RD54,In some ways this is excellent proof of Lou's songwriting ability.,1.5,http://ecx.images-amazon.com/images/I/71eihBGDpML.jpg,Rock 'n' Roll Animal (Live)
0375703764,albeit a very different one.,0.3,http://ecx.images-amazon.com/images/I/810pcXb+l3L.jpg,House of Leaves
B00C30FCUI,"So, I would like to change my score to a solid 5 stars and thanks again Sophia for the follow up !!!",1.0,http://ecx.images-amazon.com/images/I/416HU0yr35L.jpg,Symphonized NRG Premium Genuine Wood In-ear Noise-isolating Headphones|Earbuds|Earphones with Microphone (Black)
B00004RD54,", Live RUST!This  takes you back  to  the  filthy  days  when  men  made  rock and roll and  did'nt",1.3,http://ecx.images-amazon.com/images/I/71eihBGDpML.jpg,Rock 'n' Roll Animal (Live)
B000002KB8,"Yet that's what happened, thanks in part to the post-Ozzy Dio era of Black Sabbath, which toned down the darkness and brought out the fantasy element(of course, many metal bands would stick with darkness).",1.0,http://ecx.images-amazon.com/images/I/81K4W71c38L.jpg,Black Sabbath
B00VG90446,"I would recommend these, they are a great purchase and are a great value for the price.",1.4,http://ecx.images-amazon.com/images/I/51O-QlBLZKL.jpg,"Flexion KS-902 Kinetic Series Wireless Bluetooth Noise Cancelling Headphones with Microphone, Black"
B00005LEOH,This lens is everything all the reviews said it was.,1.3,http://ecx.images-amazon.com/images/I/81zDW+9iIQL.jpg,Nikon 80-200mm f/2.8D ED AF Zoom Nikkor Lens for Nikon Digital SLR Cameras
B00000FCBH,"We luv u 2pac, you wuz tha greatest, are tha greatest and  4ever will be tha greatest !",1.5,http://ecx.images-amazon.com/images/I/51iQ7z1W0jL.jpg,2Pac Greatest Hits
B001NESPHC,She's got more talent than 99.999% of any garbage you'd hear on the radio.,1.1,http://ecx.images-amazon.com/images/I/51czCy04hwL.jpg,My One And Only Thrill
B008FSCNTK,"After the curtain fell I felt cheap and dirty from the affair after my expectations of a multiple aural orgasmic experience, I was left feeling",1.18,http://ecx.images-amazon.com/images/I/71YGLpEIXnL.jpg,Glad Rag Doll
B002ZG99CC,Gave this to my younger brother for Christmas,0.5,http://ecx.images-amazon.com/images/I/91z8IaTWVJL.jpg,The Karate Kid
0790731886,"It's also a very touching love story, not so much between the Moore and Minelli characters, but between the Moore and Gielgud characters.",1.3,http://ecx.images-amazon.com/images/I/91I6ZbfQl3L.jpg,Arthur (1981)
B0015450T6,I put it together in about 15 mins and started shooting products.,1.1,http://ecx.images-amazon.com/images/I/71zfnZ6by7S.jpg,"MyStudio MS20 Professional Table Top Photo Studio Lightbox Kit w/ 5000K Lighting for Product Photography, 20x20x12 inches"
B00004UFOO,These pens & colors are wonderful.,1.7,http://ecx.images-amazon.com/images/I/71RDhTiphOL.jpg,Crayola Washable Super Tips
B000L212HC,so i guess i really like it.,0.6,http://ecx.images-amazon.com/images/I/51whgYqON5L.jpg,The Prestige [Blu-ray]
0761165975,It is great for keeping the wedding planning process organized and efficient.,1.5,http://ecx.images-amazon.com/images/I/91iUIyXPTwL.jpg,The Wedding Planner & Organizer
B0000658L4,Ideal present for a little girl putting together her cooking set.,1.2,http://ecx.images-amazon.com/images/I/811Z0XZZtVL.jpg,Melissa & Doug Pizza Party Wooden Play Food Set
B00004UFOO,"All that aside, they work great once you figure out the colors.",1.5,http://ecx.images-amazon.com/images/I/71RDhTiphOL.jpg,Crayola Washable Super Tips
B003IHUHGE,I tried the P3 at the Apple store as well and while they were cheaper,1.1,http://ecx.images-amazon.com/images/I/71mkuO-o5nL.jpg,Bowers & Wilkins P5 Headphones - Black
B0015450T6,I will primarily use it for eBay listings and closeup photos of my fountain pen collection.,1.1,http://ecx.images-amazon.com/images/I/71zfnZ6by7S.jpg,"MyStudio MS20 Professional Table Top Photo Studio Lightbox Kit w/ 5000K Lighting for Product Photography, 20x20x12 inches"
B000UJBY4W,So many hits starting from the late sixty's to today.,1.1,http://ecx.images-amazon.com/images/I/713ZDCxq8OL.jpg,The Best Of Chicago: 40th Anniversary Edition (2CD)
B003T90WY8,If you want to make a fashion statement this wont improve your look.,0.73,http://ecx.images-amazon.com/images/I/51wvXmZmxzL.jpg,EARBUDi Clips on and off Your Apple iPod® or iPhone® Earbuds - and Turns Them Into Sport Headphones. Soft Over-The-Ear Design with Earbud Tilt & Rotation - Provide a Custom Comfortable Fit.
B000002KHF,"Pretentious and sometimes, unintentionally funny.",1.3,http://ecx.images-amazon.com/images/I/51RV37clhWL.jpg,Moondance
B002ZG99CC,and I think Will Smith and Jada did a great job with this production...,1.0,http://ecx.images-amazon.com/images/I/91z8IaTWVJL.jpg,The Karate Kid
B000NP46K2,this lens is just too amazing!,1.5,http://ecx.images-amazon.com/images/I/41OuPC6mbgL.jpg,Canon EF 16-35mm f/2.8L II USM Ultra Wide Angle Zoom Lens
0451232852,Teaches the history of the period.,1.1,http://ecx.images-amazon.com/images/I/91zB9X+jhwL.jpg,Fall of Giants: Book One of the Century Trilogy
B00000FCBH,This CD is put together brilliantly.,1.3,http://ecx.images-amazon.com/images/I/51iQ7z1W0jL.jpg,2Pac Greatest Hits
B00B0DWB62,"The yellow spinning things on the sides don't do anything, either; they just spin around.",1.3,http://ecx.images-amazon.com/images/I/817iEr0lwtL.jpg,Little Tikes Anchors Away Pirate Ship Water Play Table
B00081NX5U,"While they are no match for my home PC's Bose w/Subwoofer for pure sound, they are very good for what I'm using them for.",1.7,http://ecx.images-amazon.com/images/I/51GQZT32D9L.jpg,iPod Detachable Receiver 7
B00DPKQ60A,"\"Before the album came out I was absolutely obsessed with \"\"Baby I\"\" and have played it around 100x since I found out about it.\"",1.3,http://ecx.images-amazon.com/images/I/61gkJ76UizL.jpg,Yours Truly
B00000J0JF,Great for the whole family!,1.5,http://ecx.images-amazon.com/images/I/A1uDIngqMDL.jpg,Ravensburger Labyrinth
B0007QKMQY,"\"and it's still slighty \"\"too\"\" small (although that is not a problem because I still have no problem gripping\"",1.3,http://ecx.images-amazon.com/images/I/51G31QKNJFL.jpg,Canon Digital Rebel XT 8MP Digital SLR Camera
1402241372,"There is definitely historical aspects to the book, but it all seemed secondary to the romance aspects.",1.5,http://ecx.images-amazon.com/images/I/51gMZ3KRoML.jpg,The Winter Sea
B00000J0JF,Simple strategy game for the kids,1.8,http://ecx.images-amazon.com/images/I/A1uDIngqMDL.jpg,Ravensburger Labyrinth
B00062RV18,They really liked it and it helped them understand the Solar System a bit better.,1.9,http://ecx.images-amazon.com/images/I/71Kebi5JlZL.jpg,Educational Insights GeoSafari Motorized Solar System
B000ANVPP6,but I received it in time!,0.18,http://ecx.images-amazon.com/images/I/51AzKokhsEL.jpg,Hondo (Full Screen)
B00062RV18,"If you are looking for a solar system set where planets revolve around the sun in their own orbits individually, then this is not the item you want to buy!",1.2,http://ecx.images-amazon.com/images/I/71Kebi5JlZL.jpg,Educational Insights GeoSafari Motorized Solar System
B00C30FCUI,Pro's - Sound great thanks to the noise canceling and wood - Attractive - Thick cord - Light  Con's - The curve at the jack,1.6,http://ecx.images-amazon.com/images/I/416HU0yr35L.jpg,Symphonized NRG Premium Genuine Wood In-ear Noise-isolating Headphones|Earbuds|Earphones with Microphone (Black)
B0000DZTIW,and some fall apart without the movie visuals....,0.7,http://ecx.images-amazon.com/images/I/71-BdYl9vzL.jpg,The Last Samurai
0671015206,"I read this book many, many years ago.",0.4,http://ecx.images-amazon.com/images/I/81U+NbG9TqL.jpg,The Millionaire Next Door
B0065WM4PQ,"I contacted the vendor, explaining the differences in what they had sent and what was listed for sale, also mentioning that the item was broken.",0.8,http://ecx.images-amazon.com/images/I/512ieI1PQJL.jpg,Romantic Ocean Daren Sea Waves Projector Lamp MP3 iPhone Speaker LED Night Light (Blue)
B003IHUHGE,I've had these cans for years; I want to like these headphones,1.4,http://ecx.images-amazon.com/images/I/71mkuO-o5nL.jpg,Bowers & Wilkins P5 Headphones - Black
B00C30FCUI,Obviously sturdy construction with convenient inline controls at a very reasonable price.,1.6,http://ecx.images-amazon.com/images/I/416HU0yr35L.jpg,Symphonized NRG Premium Genuine Wood In-ear Noise-isolating Headphones|Earbuds|Earphones with Microphone (Black)
B002ZG99CC,In a nutshell if you liked the first movie then I believe you will enjoy this reprise.,1.5,http://ecx.images-amazon.com/images/I/91z8IaTWVJL.jpg,The Karate Kid
014312417X,This book has definitely helped me focus in order to reshape my career.,1.6,http://ecx.images-amazon.com/images/I/71LRdEUOmNL.jpg,Mastery
B002GQPSZI,but I do expect adequate sound.,1.1,http://ecx.images-amazon.com/images/I/71Jln8nSPPL.jpg,JVC Inner Ear Sports Clip Headphone
B0011000R6,There is a tiny switch on the hot shoe that disables the built-in flash when you insert an external flash .,1.3,http://ecx.images-amazon.com/images/I/61focgrGi7L.jpg,Gary Fong Puffer Pop Up flash Diffuser for DSLR's CANON / NIKON / OLYMPUS / PENTAX (excluding Canon T4i)
B000W7F5SS,"Wonderful, shipping was so fast.",1.5,http://ecx.images-amazon.com/images/I/91E7TPDbSfL.jpg,Harry Potter and the Order of the Phoenix (Widescreen Edition)
B0018QROM2,Solved voice problems added to the experience,0.8,http://ecx.images-amazon.com/images/I/51f7PG9wHNL.jpg,Polk Audio CS10 Center Channel Speaker Single
B00005LEOH,"I had wanted the 70-200 2.8, but I just couldn't get myself to part with $$2300",0.6,http://ecx.images-amazon.com/images/I/81zDW+9iIQL.jpg,Nikon 80-200mm f/2.8D ED AF Zoom Nikkor Lens for Nikon Digital SLR Cameras
B00L5LDWP8,Bought these for my grandkids for Easter,1.0,http://ecx.images-amazon.com/images/I/81JsQZ4OynL.jpg,Radio Flyer Little Toy Wagon
B00004RD54,"But if that's still not enough, here's the answer.",0.5,http://ecx.images-amazon.com/images/I/71eihBGDpML.jpg,Rock 'n' Roll Animal (Live)
B002GQPSZI,Ear buds do not stay in my ear unless I practically jam them into my ears.,1.8,http://ecx.images-amazon.com/images/I/71Jln8nSPPL.jpg,JVC Inner Ear Sports Clip Headphone
0553386697,I wish I had read this when she was first born in order to anticipate changes in her behavior and how to handle them rather than waiting until we realized we had a child that actually needed a little more than food and sleep and cuddles and diaper changes.,1.9,http://ecx.images-amazon.com/images/I/81HdbmkRjWL.jpg,The Whole-Brain Child: 12 Revolutionary Strategies to Nurture Your Child's Developing Mind
B0000DZTIW,"Samurai boasts a haunting and beautiful main theme for the emotional turmoil of the hero, Nathan Algren played with genious by Tom Cruise.",1.7,http://ecx.images-amazon.com/images/I/71-BdYl9vzL.jpg,The Last Samurai
B00007E7K9,"I see that some other reviewers have cut off the belt strap, and now I understand why.",0.9,http://ecx.images-amazon.com/images/I/71roIYPgROL.jpg,Canon Zoom Pack 1000 for Elan and Rebel Series Cameras -Holster Style
B000IHY9UM,This tape is more fun than other exercise.,1.6,http://ecx.images-amazon.com/images/I/51Hi0NCgxKL.jpg,Da-fat Burning Dance Mix
B008MPKAPK,I have owned a lot of radios over the years.,0.3,http://ecx.images-amazon.com/images/I/416jPdinWNL.jpg,"Kaito KA321 Pocket-size 10-Band AM/FM Shortwave Radio with DSP (Digital Signal Processing), Black"
B0002COTDA,Love watching them again and again....,0.91,http://ecx.images-amazon.com/images/I/41pYBQGm-2L.jpg,Columbo - The Complete First Season
B001SEQPGK,If you're looking for a great point and shoot camera that's a terrific value for the price!,1.7,http://ecx.images-amazon.com/images/I/71KLvmtcN9L.jpg,Sony Cyber-shot DSC-W290 12 MP Digital Camera with 5x Optical Zoom and Super Steady Shot Image Stabilization
B00000J0JF,best yet the gameplay and instructions are not cumbersome and complicated.,1.5,http://ecx.images-amazon.com/images/I/A1uDIngqMDL.jpg,Ravensburger Labyrinth
B001SEQPGK,"But if I see the same pic on my iPad, then again it looks nice and colourful.",1.4,http://ecx.images-amazon.com/images/I/71KLvmtcN9L.jpg,Sony Cyber-shot DSC-W290 12 MP Digital Camera with 5x Optical Zoom and Super Steady Shot Image Stabilization
B0000DZTIW,"Good music, but not enough of it.",1.3,http://ecx.images-amazon.com/images/I/71-BdYl9vzL.jpg,The Last Samurai
0670012335,"It's just lyrical enough to keep a small one's attention, and still deliver the story.",1.5,http://ecx.images-amazon.com/images/I/A1ks6FGtr0L.jpg,Llama Llama Time to Share
B003RHZ66Q,"After the DVD shipped, I look at the reviews",0.2,http://ecx.images-amazon.com/images/I/51VSSaW5VAL.jpg,Barbie: A Fashion Fairytale
B000OG88NQ,"\"If you have an entry level knowledge of electronics you should look and these speakers and think \"\"how would I plug this in?\"",1.3,http://ecx.images-amazon.com/images/I/31T-cEmAjuL.jpg,Sony SS-CR3000 Center and Rear Channel Speaker Package
B00C30FCUI,I  would absolutely give these 10 stars if I could.,1.6,http://ecx.images-amazon.com/images/I/416HU0yr35L.jpg,Symphonized NRG Premium Genuine Wood In-ear Noise-isolating Headphones|Earbuds|Earphones with Microphone (Black)
0399162089,I will be buying 10+ more as Christmas gifts this year!,0.9,http://ecx.images-amazon.com/images/I/A1aGNgxeIcL.jpg,Outside the Lines: An Artists' Coloring Book for Giant Imaginations
B00L5LDWP8,We also bought one for our 1 year old son and he loves it.,0.8,http://ecx.images-amazon.com/images/I/81JsQZ4OynL.jpg,Radio Flyer Little Toy Wagon
B0000DZTIW,I hope he gets the opportunity to write more diverse scores such as this.,1.1,http://ecx.images-amazon.com/images/I/71-BdYl9vzL.jpg,The Last Samurai
B00007E7K9,i would recommend this to all the father's out there with small kids like me.,1.6,http://ecx.images-amazon.com/images/I/71roIYPgROL.jpg,Canon Zoom Pack 1000 for Elan and Rebel Series Cameras -Holster Style
B00081NX5U,They are not installed under any eves or anything.,0.8,http://ecx.images-amazon.com/images/I/51GQZT32D9L.jpg,iPod Detachable Receiver 7
B0007U00XK,"Good service, and product",1.5,http://ecx.images-amazon.com/images/I/413Fhglwy8L.jpg,Sigma 10-20mm f/4-5.6 EX DC HSM Lens
B00023GGHQ,Everyone should be warned that the CD is not really the soundtrack.,1.4,http://ecx.images-amazon.com/images/I/71wSUy+VP5L.jpg,De-Lovely
B000BN8Y2W,It is extremely well made.,1.6,http://ecx.images-amazon.com/images/I/71GMzHZOTDL.jpg,Jr. Fire Fighter Suit with embroidered Cap
